episode,strategy,ways,shots,queries,fault_sigma,fault_drop_prob,chosen_method,final_method,rollback_used,acc_final,acc_proto,latency_ms,entropy_final,conf_final,js_vs_proto,alerts,alerts_count
1,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.8533333539962769,0.8533333539962769,527.0075998269022,1.6089495420455933,0.20798513293266296,0.0,,0
2,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7866666913032532,0.7866666913032532,386.07760006561875,1.6092071533203125,0.20546093583106995,0.0,,0
3,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.4933333396911621,0.4933333396911621,305.6422998197377,1.6090972423553467,0.2057477980852127,0.0,,0
4,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7066666483879089,0.7066666483879089,306.94069992750883,1.6089009046554565,0.20667928457260132,0.0,,0
5,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.8533333539962769,0.8533333539962769,320.82629995420575,1.6090654134750366,0.207309752702713,0.0,,0
6,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.5866666436195374,0.5866666436195374,336.8882001377642,1.6091645956039429,0.20594964921474457,0.0,,0
7,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7333333492279053,0.7333333492279053,323.4998998232186,1.6091781854629517,0.20485951006412506,0.0,,0
8,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.4933333396911621,0.4933333396911621,324.79090010747313,1.6090320348739624,0.20628730952739716,0.0,,0
9,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.6800000071525574,0.6800000071525574,317.4910000525415,1.6090679168701172,0.2066371738910675,0.0,,0
10,proto,5,1,15,0.0,0.0,prototype,prototype,0,1.0,1.0,312.2968003153801,1.6086941957473755,0.2100028395652771,0.0,,0
11,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.8799999952316284,0.8799999952316284,385.4640000499785,1.6091612577438354,0.2058877795934677,0.0,,0
12,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.9333333373069763,0.9333333373069763,303.4724001772702,1.6086938381195068,0.21047326922416687,0.0,,0
13,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.9599999785423279,0.9599999785423279,310.31359964981675,1.6079343557357788,0.2128346562385559,0.0,,0
14,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.9200000166893005,0.9200000166893005,294.3842001259327,1.609155297279358,0.20608456432819366,0.0,,0
15,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7866666913032532,0.7866666913032532,310.31000008806586,1.609102725982666,0.20612891018390656,0.0,,0
16,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7333333492279053,0.7333333492279053,303.3339995890856,1.609124779701233,0.20652879774570465,0.0,,0
17,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.746666669845581,0.746666669845581,302.6156001724303,1.6088464260101318,0.2079201340675354,0.0,,0
18,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7200000286102295,0.7200000286102295,307.31069995090365,1.6090600490570068,0.20736677944660187,0.0,,0
19,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7599999904632568,0.7599999904632568,299.2511000484228,1.6092357635498047,0.2053103893995285,0.0,,0
20,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.4933333396911621,0.4933333396911621,329.91799991577864,1.6089928150177002,0.20537862181663513,0.0,,0
21,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.5866666436195374,0.5866666436195374,318.769000004977,1.6093406677246094,0.2035001665353775,0.0,,0
22,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.800000011920929,0.800000011920929,267.11650006473064,1.6084293127059937,0.21104253828525543,0.0,,0
23,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7599999904632568,0.7599999904632568,274.47429997846484,1.609173059463501,0.20577171444892883,0.0,,0
24,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7733333110809326,0.7733333110809326,265.52839996293187,1.6092971563339233,0.20438437163829803,0.0,,0
25,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.8533333539962769,0.8533333539962769,292.5098999403417,1.6091716289520264,0.20561589300632477,0.0,,0
26,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.8133333325386047,0.8133333325386047,292.40830009803176,1.6091735363006592,0.206536203622818,0.0,,0
27,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7733333110809326,0.7733333110809326,336.0977000556886,1.6078556776046753,0.21254412829875946,0.0,,0
28,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.6133333444595337,0.6133333444595337,290.75059993192554,1.6090519428253174,0.20630034804344177,0.0,,0
29,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7599999904632568,0.7599999904632568,289.648599922657,1.6092183589935303,0.20545798540115356,0.0,,0
30,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.8933333158493042,0.8933333158493042,279.97020026668906,1.6090134382247925,0.20656050741672516,0.0,,0
31,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.800000011920929,0.800000011920929,280.899700243026,1.6088893413543701,0.2077961415052414,0.0,,0
32,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.8533333539962769,0.8533333539962769,278.5629997961223,1.6089080572128296,0.20792287588119507,0.0,,0
33,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.8399999737739563,0.8399999737739563,274.73470009863377,1.6088218688964844,0.20959264039993286,0.0,,0
34,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.8533333539962769,0.8533333539962769,311.70220021158457,1.6087675094604492,0.20911824703216553,0.0,,0
35,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7866666913032532,0.7866666913032532,294.3107997998595,1.609100103378296,0.20614312589168549,0.0,,0
36,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.6800000071525574,0.6800000071525574,300.04730029031634,1.6091971397399902,0.2052178680896759,0.0,,0
37,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.8799999952316284,0.8799999952316284,300.3937001340091,1.6092212200164795,0.2054438591003418,0.0,,0
38,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.6666666865348816,0.6666666865348816,280.43710021302104,1.6088945865631104,0.20704330503940582,0.0,,0
39,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7599999904632568,0.7599999904632568,289.7953996434808,1.608741283416748,0.20999076962471008,0.0,,0
40,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7733333110809326,0.7733333110809326,308.3314001560211,1.6091042757034302,0.206184521317482,0.0,,0
41,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.8133333325386047,0.8133333325386047,324.197799898684,1.6092761754989624,0.205389603972435,0.0,,0
42,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.6800000071525574,0.6800000071525574,301.0586001910269,1.609328269958496,0.20385873317718506,0.0,,0
43,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.6933333277702332,0.6933333277702332,290.7104999758303,1.6092636585235596,0.2047574371099472,0.0,,0
44,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7866666913032532,0.7866666913032532,289.4454002380371,1.6091985702514648,0.2057240605354309,0.0,,0
45,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.8533333539962769,0.8533333539962769,284.1787999495864,1.6093320846557617,0.2034355252981186,0.0,,0
46,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.8266666531562805,0.8266666531562805,288.11770025640726,1.6091203689575195,0.20669116079807281,0.0,,0
47,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7866666913032532,0.7866666913032532,273.4608999453485,1.6086164712905884,0.20943927764892578,0.0,,0
48,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.800000011920929,0.800000011920929,277.4458001367748,1.6088474988937378,0.20854982733726501,0.0,,0
49,proto,5,1,15,0.0,0.0,prototype,prototype,0,0.7866666913032532,0.7866666913032532,266.4669998921454,1.6090611219406128,0.20682546496391296,0.0,,0
